volcano_na,latitude,longitude,duration,BTime,ETime
Kirishimayama,31.934,130.862,"61",1913/11/08 00:00:00,1914/01/08 00:00:00
Yakedake,36.227,137.587,"134",1913/09/01 00:00:00,1914/01/13 00:00:00
Trident,58.236,-155.1,,1913/01/01 00:00:00,
Masaya,11.985,-86.165,,1913/07/12 00:00:00,
Fournaise,-21.244,55.708,"24",1913/07/10 00:00:00,1913/08/03 00:00:00
Bogoslof,53.93,-168.03,,1913/01/01 00:00:00,
Marapi,-0.38,100.474,"38",1913/06/23 00:00:00,1913/07/31 00:00:00
Semeru,-8.108,112.922,"3",1913/06/23 00:00:00,1913/06/26 00:00:00
Raung,-8.119,114.056,"-129",1913/05/10 00:00:00,1913/01/01 00:00:00
Tongariro,-39.157,175.632,,1913/01/01 00:00:00,
Hekla,63.983,-19.666,"23",1913/04/25 00:00:00,1913/05/18 00:00:00
Soputan,1.112,124.737,"0",1913/01/01 00:00:00,1913/01/01 00:00:00
Awu,3.689,125.447,"0",1913/03/14 00:00:00,1913/03/14 00:00:00
Andahua-Orcopampa,-15.42,-72.33,,1913/03/06 00:00:00,
Okataina,-38.12,176.5,"0",1913/01/27 00:00:00,1913/01/27 00:00:00
Colima,19.514,-103.62,"7",1913/01/17 00:00:00,1913/01/24 00:00:00
Azul,-35.653,-70.761,,1913/01/15 00:00:00,
Klyuchevskoy,56.056,160.642,,1913/01/01 00:00:00,
Tongariro,-39.157,175.632,,1913/01/01 00:00:00,
Bam,-3.613,144.818,,1913/01/01 00:00:00,
Lengai,-2.764,35.914,,1913/01/01 00:00:00,
Babuyan Claro,19.523,121.94,,1913/01/01 00:00:00,
Guallatiri,-18.42,-69.092,,1913/01/01 00:00:00,
Isluga,-19.15,-68.83,,1913/01/01 00:00:00,
Villarrica,-39.42,-71.93,,1913/01/01 00:00:00,
Erebus,-77.53,167.17,,1912/12/12 00:00:00,
Nyamuragira,-1.408,29.2,"29",1912/12/03 00:00:00,1913/01/01 00:00:00
Niuafo'ou,-15.6,-175.63,,1912/10/15 00:00:00,
Semeru,-8.108,112.922,,1912/08/28 00:00:00,
Etna,37.748,14.999,"-216",1912/08/04 00:00:00,1912/01/01 00:00:00
Rincon de la Vieja,10.83,-85.324,,1912/06/14 00:00:00,
Katmai,58.28,-154.963,"45",1912/06/06 00:00:00,1912/07/21 00:00:00
Novarupta,58.27,-155.157,"-157",1912/06/06 00:00:00,1912/01/01 00:00:00
Hunga Tonga-Hunga Ha'apai,-20.536,-175.382,,1912/04/29 00:00:00,
Okataina,-38.12,176.5,,1912/01/01 00:00:00,
Sangeang Api,-8.2,119.07,,1912/01/01 00:00:00,
Izu-Oshima,34.724,139.394,"337",1912/02/23 00:00:00,1913/01/25 00:00:00
Yakedake,36.227,137.587,"-41",1912/02/11 00:00:00,1912/01/01 00:00:00
Reventador,-0.077,-77.656,"0",1912/01/01 00:00:00,1912/01/01 00:00:00
Azul,-35.653,-70.761,,1912/01/01 00:00:00,
Izalco,13.813,-89.633,"1471",1912/01/16 00:00:00,1916/01/26 00:00:00
Karymsky,54.049,159.443,,1912/01/01 00:00:00,
Farallon de Pajaros,20.546,144.893,,1912/01/01 00:00:00,
Makushin,53.891,-166.923,,1912/01/01 00:00:00,
Akutan,54.134,-165.986,,1912/01/01 00:00:00,
Shishaldin,54.756,-163.97,,1912/01/01 00:00:00,
Ambrym,-16.25,168.12,,1912/01/01 00:00:00,
Ulawun,-5.05,151.33,,1912/01/01 00:00:00,
Maipo,-34.164,-69.832,,1912/01/01 00:00:00,
Llaima,-38.692,-71.729,,1912/01/01 00:00:00,
Deception Island,-63.001,-60.652,,1912/01/01 00:00:00,
Negra,-0.83,-91.17,,1911/12/31 00:00:00,
Semeru,-8.108,112.922,"-311",1911/11/08 00:00:00,1911/01/01 00:00:00
Candlemas Island,-57.08,-26.67,,1911/11/06 00:00:00,
Marapi,-0.38,100.474,,1911/11/02 00:00:00,
Soputan,1.112,124.737,"365",1911/01/01 00:00:00,1912/01/01 00:00:00
Klyuchevskoy,56.056,160.642,,1911/01/01 00:00:00,
Erebus,-77.53,167.17,,1911/01/01 00:00:00,
Campi Flegrei del Mar di Sicilia,37.1,12.7,,1911/09/30 00:00:00,
Etna,37.748,14.999,"12",1911/09/10 00:00:00,1911/09/22 00:00:00
Gamalama,0.8,127.33,"4",1911/09/02 00:00:00,1911/09/06 00:00:00
San Pedro-San Pablo,-21.888,-68.391,,1911/01/01 00:00:00,
Ibu,1.488,127.63,"2",1911/08/30 00:00:00,1911/09/01 00:00:00
Etna,37.748,14.999,"268",1911/01/01 00:00:00,1911/09/26 00:00:00
Nyiragongo,-1.52,29.25,"0",1911/01/01 00:00:00,1911/01/01 00:00:00
Unnamed,-20.852,-175.55,,1911/01/01 00:00:00,
Etna,37.748,14.999,,1911/05/27 00:00:00,
Yakedake,36.227,137.587,"109",1911/05/06 00:00:00,1911/08/23 00:00:00
Wrangell,62.006,-144.017,"519",1911/04/14 00:00:00,1912/09/14 00:00:00
Erebus,-77.53,167.17,"0",1911/01/01 00:00:00,1911/01/01 00:00:00
Monaco Bank,37.6,-25.88,,1911/03/07 00:00:00,
Matutum,6.37,125.07,,1911/03/07 00:00:00,
Sangeang Api,-8.2,119.07,"17",1911/02/13 00:00:00,1911/03/02 00:00:00
Taal,14.002,120.993,"12",1911/01/27 00:00:00,1911/02/08 00:00:00
Gamkonora,1.38,127.53,,1911/01/01 00:00:00,
Lolobau,-4.92,151.158,"365",1911/01/01 00:00:00,1912/01/01 00:00:00
Witori,-5.576,150.516,"2557",1911/01/01 00:00:00,1918/01/01 00:00:00
Akutan,54.134,-165.986,,1911/01/01 00:00:00,
Asosan,32.884,131.104,"365",1911/01/01 00:00:00,1912/01/01 00:00:00
Karymsky,54.049,159.443,,1911/01/01 00:00:00,
Calbuco,-41.33,-72.618,"365",1911/01/01 00:00:00,1912/01/01 00:00:00
Etna,37.748,14.999,"52",1910/12/27 00:00:00,1911/02/17 00:00:00
Izu-Oshima,34.724,139.394,,1910/01/01 00:00:00,
Fournaise,-21.244,55.708,"26",1910/11/16 00:00:00,1910/12/12 00:00:00
Semeru,-8.108,112.922,"46",1910/11/16 00:00:00,1911/01/01 00:00:00
Soputan,1.112,124.737,,1910/11/15 00:00:00,
Yakedake,36.227,137.587,"19",1910/11/11 00:00:00,1910/11/30 00:00:00
Meru,-3.25,36.75,"57",1910/10/26 00:00:00,1910/12/22 00:00:00
Tongariro,-39.157,175.632,"365",1910/01/01 00:00:00,1911/01/01 00:00:00
Poas,10.2,-84.233,"32",1910/09/12 00:00:00,1910/10/14 00:00:00
Klyuchevskoy,56.056,160.642,,1910/01/01 00:00:00,
Toya,42.544,140.839,"-205",1910/07/25 00:00:00,1910/01/01 00:00:00
Okataina,-38.12,176.5,"1",1910/07/24 00:00:00,1910/07/25 00:00:00
Bardarbunga,64.633,-17.516,"-168",1910/06/18 00:00:00,1910/01/01 00:00:00
Stromboli,38.789,15.213,"7670",1910/01/01 00:00:00,1931/01/01 00:00:00
Ebulobo,-8.817,121.191,,1910/04/10 00:00:00,
Tangkuban Parahu,-6.77,107.6,"-96",1910/04/07 00:00:00,1910/01/01 00:00:00
Asosan,32.884,131.104,,1910/04/03 00:00:00,
Etna,37.748,14.999,"26",1910/03/23 00:00:00,1910/04/18 00:00:00
Heard,-53.106,73.513,"0",1910/01/01 00:00:00,1910/01/01 00:00:00
Karthala,-11.75,43.38,"0",1910/01/01 00:00:00,1910/01/01 00:00:00
Burney,-52.33,-73.4,,1910/01/01 00:00:00,
Etna,37.748,14.999,"0",1910/02/21 00:00:00,1910/02/21 00:00:00
Poas,10.2,-84.233,"-24",1910/01/25 00:00:00,1910/01/01 00:00:00
Tengger Caldera,-7.942,112.95,"3",1910/01/18 00:00:00,1910/01/21 00:00:00
Tongariro,-39.157,175.632,,1910/01/01 00:00:00,
Medicine Lake,41.611,-121.554,,1910/01/01 00:00:00,
Avachinsky,53.256,158.836,,1910/01/01 00:00:00,
Simbo,-8.292,156.52,,1910/01/01 00:00:00,
Ambrym,-16.25,168.12,,1910/01/01 00:00:00,
Emuruangogolak,1.5,36.33,,1910/01/01 00:00:00,
Marapi,-0.38,100.474,,1910/01/01 00:00:00,
Iliwerung,-8.53,123.57,,1910/01/01 00:00:00,
Irazu,9.979,-83.852,,1910/01/01 00:00:00,
Grimsvotn,64.416,-17.316,,1910/01/01 00:00:00,
Rinjani,-8.42,116.47,"2",1909/11/30 00:00:00,1909/12/02 00:00:00
Tenerife,28.271,-16.641,"9",1909/11/18 00:00:00,1909/11/27 00:00:00
Iliboleng,-8.342,123.258,,1909/11/09 00:00:00,
Semeru,-8.108,112.922,"445",1909/01/01 00:00:00,1910/03/22 00:00:00
Bogoslof,53.93,-168.03,"626",1909/01/01 00:00:00,1910/09/19 00:00:00
Villarrica,-39.42,-71.93,"135",1909/08/19 00:00:00,1910/01/01 00:00:00
Avachinsky,53.256,158.836,,1909/01/01 00:00:00,
Tinakula,-10.386,165.804,,1909/01/01 00:00:00,
Ambrym,-16.25,168.12,,1909/07/28 00:00:00,
Bagana,-6.137,155.196,,1909/01/01 00:00:00,
Sumbing,-2.414,101.728,"-153",1909/06/03 00:00:00,1909/01/01 00:00:00
Klyuchevskoy,56.056,160.642,,1909/01/01 00:00:00,
Whakaari/White Island,-37.52,177.18,,1909/05/13 00:00:00,
Gede-Pangrango,-6.77,106.965,"0",1909/05/02 00:00:00,1909/05/02 00:00:00
Nyamuragira,-1.408,29.2,"0",1909/01/01 00:00:00,1909/01/01 00:00:00
Bam,-3.613,144.818,"147",1909/04/19 00:00:00,1909/09/13 00:00:00
Fournaise,-21.244,55.708,,1909/01/01 00:00:00,
Asosan,32.884,131.104,,1909/01/01 00:00:00,
Tongariro,-39.157,175.632,"0",1909/01/01 00:00:00,1909/01/01 00:00:00
Calbuco,-41.33,-72.618,,1909/01/01 00:00:00,
Merapi,-7.54,110.446,"1430",1909/02/01 00:00:00,1913/01/01 00:00:00
Asamayama,36.406,138.523,"1972",1909/01/29 00:00:00,1914/06/24 00:00:00
Tengger Caldera,-7.942,112.95,"2",1909/01/12 00:00:00,1909/01/14 00:00:00
Shikotsu,42.688,141.38,"101",1909/01/11 00:00:00,1909/04/22 00:00:00
Lewotobi,-8.542,122.775,"503",1909/01/08 00:00:00,1910/05/26 00:00:00
Banahaw,14.07,121.48,,1909/01/01 00:00:00,
Manam,-4.08,145.037,"1826",1909/01/01 00:00:00,1914/01/01 00:00:00
Pagan,18.13,145.8,,1909/01/01 00:00:00,
Irazu,9.979,-83.852,,1909/01/01 00:00:00,
Fogo,14.95,-24.35,,1909/01/01 00:00:00,
Deception Island,-63.001,-60.652,,1909/01/01 00:00:00,
Colima,19.514,-103.62,"195",1908/12/18 00:00:00,1909/07/01 00:00:00
Nyiragongo,-1.52,29.25,,1908/12/01 00:00:00,
Whakaari/White Island,-37.52,177.18,"8",1908/11/28 00:00:00,1908/12/06 00:00:00
Zavodovski,-56.3,-27.57,,1908/01/01 00:00:00,
Villarrica,-39.42,-71.93,"42",1908/10/31 00:00:00,1908/12/12 00:00:00
Okataina,-38.12,176.5,"0",1908/10/01 00:00:00,1908/10/01 00:00:00
Kerinci,-1.697,101.264,"366",1908/01/01 00:00:00,1909/01/01 00:00:00
Asamayama,36.406,138.523,"49",1908/08/05 00:00:00,1908/09/23 00:00:00
Bagana,-6.137,155.196,,1908/07/15 00:00:00,
Bam,-3.613,144.818,,1908/07/12 00:00:00,
Soputan,1.112,124.737,"366",1908/01/01 00:00:00,1909/01/01 00:00:00
Etna,37.748,14.999,"496",1908/05/20 00:00:00,1909/09/28 00:00:00
Etna,37.748,14.999,"2",1908/04/29 00:00:00,1908/05/01 00:00:00
Erebus,-77.53,167.17,"0",1908/01/01 00:00:00,1908/01/01 00:00:00
Akutan,54.134,-165.986,,1908/02/22 00:00:00,
Dempo,-4.016,103.121,"1",1908/02/16 00:00:00,1908/02/17 00:00:00
Asamayama,36.406,138.523,"6",1908/02/13 00:00:00,1908/02/19 00:00:00
Asosan,32.884,131.104,"12",1908/01/17 00:00:00,1908/01/29 00:00:00
Bogoslof,53.93,-168.03,,1908/01/15 00:00:00,
Semeru,-8.108,112.922,"0",1908/01/01 00:00:00,1908/01/01 00:00:00
Merapi,-7.54,110.446,,1908/01/01 00:00:00,
Nyamuragira,-1.408,29.2,,1908/01/01 00:00:00,
Fournaise,-21.244,55.708,,1908/01/01 00:00:00,
Lolobau,-4.92,151.158,,1908/01/01 00:00:00,
Ambrym,-16.25,168.12,,1908/01/01 00:00:00,
Lopevi,-16.507,168.346,,1908/01/01 00:00:00,
Augustine,59.363,-153.43,,1908/01/01 00:00:00,
Karymsky,54.049,159.443,,1908/01/01 00:00:00,
Guallatiri,-18.42,-69.092,,1908/01/01 00:00:00,
Maipo,-34.164,-69.832,,1908/01/01 00:00:00,
Reclus,-50.964,-73.585,,1908/01/01 00:00:00,
Cotopaxi,-0.677,-78.436,"2192",1908/01/01 00:00:00,1914/01/01 00:00:00
Marapi,-0.38,100.474,"15",1907/12/17 00:00:00,1908/01/01 00:00:00
Tengger Caldera,-7.942,112.95,"61",1907/12/14 00:00:00,1908/02/13 00:00:00
Asosan,32.884,131.104,,1907/12/12 00:00:00,
Yakedake,36.227,137.587,"541",1907/12/08 00:00:00,1909/06/01 00:00:00
Fournaise,-21.244,55.708,"6",1907/11/29 00:00:00,1907/12/05 00:00:00
Gamalama,0.8,127.33,"3",1907/11/17 00:00:00,1907/11/20 00:00:00
Nyamuragira,-1.408,29.2,"28",1907/11/07 00:00:00,1907/12/05 00:00:00
Bam,-3.613,144.818,,1907/01/01 00:00:00,
Tongariro,-39.157,175.632,,1907/01/01 00:00:00,
Telica,12.606,-86.84,,1907/01/01 00:00:00,
Lewotobi,-8.542,122.775,"32",1907/09/28 00:00:00,1907/10/30 00:00:00
Egon,-8.676,122.455,,1907/09/28 00:00:00,
Concepcion,11.538,-85.622,"1096",1907/01/01 00:00:00,1910/01/01 00:00:00
Tengger Caldera,-7.942,112.95,,1907/08/28 00:00:00,
Hood,45.374,-121.695,,1907/08/28 00:00:00,
Asamayama,36.406,138.523,"0",1907/08/24 00:00:00,1907/08/24 00:00:00
Klyuchevskoy,56.056,160.642,,1907/01/01 00:00:00,
Azul,-35.653,-70.761,,1907/07/28 00:00:00,
Semeru,-8.108,112.922,,1907/07/09 00:00:00,
Unnamed,-21.338,-175.65,,1907/01/01 00:00:00,
Soputan,1.112,124.737,"20",1907/06/05 00:00:00,1907/06/25 00:00:00
Alayta,12.888,40.573,"215",1907/01/01 00:00:00,1907/08/04 00:00:00
Cotopaxi,-0.677,-78.436,,1907/01/01 00:00:00,
Villarrica,-39.42,-71.93,"21",1907/05/05 00:00:00,1907/05/26 00:00:00
Calbuco,-41.33,-72.618,,1907/04/22 00:00:00,
Carran-Los Venados,-40.35,-72.07,"267",1907/04/09 00:00:00,1908/01/01 00:00:00
Monaco Bank,37.6,-25.88,,1907/04/01 00:00:00,
Wrangell,62.006,-144.017,,1907/04/01 00:00:00,
Nyamuragira,-1.408,29.2,"0",1907/01/01 00:00:00,1907/01/01 00:00:00
Ksudach,51.844,157.572,,1907/03/28 00:00:00,
Tupungatito,-33.425,-69.797,,1907/02/15 00:00:00,
Tongariro,-39.157,175.632,"0",1907/01/01 00:00:00,1907/01/01 00:00:00
Asamayama,36.406,138.523,"69",1907/01/18 00:00:00,1907/03/28 00:00:00
Mauna Loa,19.475,-155.608,"15",1907/01/09 00:00:00,1907/01/24 00:00:00
Semeru,-8.108,112.922,"3",1907/01/07 00:00:00,1907/01/10 00:00:00
Kaba,-3.522,102.615,,1907/01/01 00:00:00,
Babuyan Claro,19.523,121.94,,1907/01/01 00:00:00,
Manam,-4.08,145.037,,1907/01/01 00:00:00,
Langila,-5.525,148.42,,1907/01/01 00:00:00,
Lengai,-2.764,35.914,"1311",1907/01/01 00:00:00,1910/08/04 00:00:00
Makushin,53.891,-166.923,,1907/01/01 00:00:00,
Akutan,54.134,-165.986,,1907/01/01 00:00:00,
Korovin,52.381,-174.166,,1907/01/01 00:00:00,
Kiska,52.103,177.602,,1907/01/01 00:00:00,
Ubinas,-16.355,-70.903,,1907/01/01 00:00:00,
Llaima,-38.692,-71.729,"365",1907/01/01 00:00:00,1908/01/01 00:00:00
Chillan,-36.868,-71.378,,1907/01/01 00:00:00,
San Jorge,38.65,-28.08,,1907/01/01 00:00:00,
Kilauea,19.421,-155.287,"6239",1906/12/02 00:00:00,1924/01/01 00:00:00
Tofua,-19.75,-175.07,,1906/01/01 00:00:00,
Ubinas,-16.355,-70.903,,1906/01/01 00:00:00,
Tengger Caldera,-7.942,112.95,"235",1906/09/25 00:00:00,1907/05/18 00:00:00
Sundoro,-7.3,109.992,"89",1906/09/22 00:00:00,1906/12/20 00:00:00
Cotopaxi,-0.677,-78.436,"29",1906/08/21 00:00:00,1906/09/19 00:00:00
Chillan,-36.868,-71.378,"-217",1906/08/06 00:00:00,1906/01/01 00:00:00
Soputan,1.112,124.737,"-167",1906/06/17 00:00:00,1906/01/01 00:00:00
Asosan,32.884,131.104,,1906/06/07 00:00:00,
Kanaga,51.923,-177.168,,1906/01/01 00:00:00,
Erta Ale,13.6,40.67,,1906/01/01 00:00:00,
Rinjani,-8.42,116.47,,1906/04/29 00:00:00,
Villarrica,-39.42,-71.93,"-111",1906/04/22 00:00:00,1906/01/01 00:00:00
Myojinsho,31.888,139.918,"7",1906/04/07 00:00:00,1906/04/14 00:00:00
Asamayama,36.406,138.523,"0",1906/04/06 00:00:00,1906/04/06 00:00:00
Ruapehu,-39.28,175.57,,1906/03/15 00:00:00,
Bogoslof,53.93,-168.03,"549",1906/03/01 00:00:00,1907/09/01 00:00:00
Tongariro,-39.157,175.632,,1906/01/01 00:00:00,
Fonualei,-18.023,-174.317,,1906/01/01 00:00:00,
Okataina,-38.12,176.5,"0",1906/02/21 00:00:00,1906/02/21 00:00:00
Merapi,-7.54,110.446,"387",1906/01/26 00:00:00,1907/02/17 00:00:00
Masaya,11.985,-86.165,"7",1906/01/02 00:00:00,1906/01/09 00:00:00
Tofua,-19.75,-175.07,"0",1906/01/01 00:00:00,1906/01/01 00:00:00
Barrier,2.32,36.57,,1906/01/01 00:00:00,
Nyamuragira,-1.408,29.2,,1906/01/01 00:00:00,
Nyiragongo,-1.52,29.25,,1906/01/01 00:00:00,
Kuchinoerabujima,30.443,130.217,"365",1906/01/01 00:00:00,1907/01/01 00:00:00
Pavlof,55.417,-161.894,"2166",1906/01/01 00:00:00,1911/12/07 00:00:00
Zaozan [Zaosan],38.144,140.44,,1906/01/01 00:00:00,
Asuncion,19.671,145.406,,1906/01/01 00:00:00,
Nemo Peak,49.57,154.808,,1906/01/01 00:00:00,
Purace,2.32,-76.4,,1906/01/01 00:00:00,
Azul,-35.653,-70.761,,1906/01/01 00:00:00,
Calbuco,-41.33,-72.618,,1906/01/01 00:00:00,
Huequi,-42.377,-72.578,"365",1906/01/01 00:00:00,1907/01/01 00:00:00
Kanlaon,10.412,123.132,"71",1905/11/06 00:00:00,1906/01/16 00:00:00
Marapi,-0.38,100.474,,1905/11/01 00:00:00,
Inielika,-8.73,120.98,"0",1905/01/01 00:00:00,1905/01/01 00:00:00
Maipo,-34.164,-69.832,"2",1905/10/28 00:00:00,1905/10/30 00:00:00
Kusatsu-Shiranesan,36.618,138.528,"0",1905/01/01 00:00:00,1905/01/01 00:00:00
Hokkaido-Komagatake,42.063,140.677,"13",1905/08/19 00:00:00,1905/09/01 00:00:00
Semeru,-8.108,112.922,,1905/08/04 00:00:00,
Savai'i,-13.612,-172.525,"1976",1905/08/04 00:00:00,1911/01/01 00:00:00
Nyamuragira,-1.408,29.2,"65",1905/07/22 00:00:00,1905/09/25 00:00:00
Okataina,-38.12,176.5,"0",1905/06/17 00:00:00,1905/06/17 00:00:00
Karangetang,2.781,125.407,"1",1905/05/21 00:00:00,1905/05/22 00:00:00
Kilauea,19.421,-155.287,"313",1905/02/22 00:00:00,1906/01/01 00:00:00
Okataina,-38.12,176.5,"5",1905/02/18 00:00:00,1905/02/23 00:00:00
Fournaise,-21.244,55.708,"1",1905/02/15 00:00:00,1905/02/16 00:00:00
Momotombo,12.423,-86.539,"5",1905/01/16 00:00:00,1905/01/21 00:00:00
Merapi,-7.54,110.446,"151",1905/01/01 00:00:00,1905/06/01 00:00:00
Socorro,18.78,-110.95,,1905/01/01 00:00:00,
Sheveluch,56.653,161.36,,1905/01/01 00:00:00,
Asamayama,36.406,138.523,,1905/01/01 00:00:00,
Zaozan [Zaosan],38.144,140.44,,1905/01/01 00:00:00,
Dempo,-4.016,103.121,,1905/01/01 00:00:00,
Nyiragongo,-1.52,29.25,,1905/01/01 00:00:00,
Tongariro,-39.157,175.632,,1905/01/01 00:00:00,
Cotopaxi,-0.677,-78.436,,1905/01/01 00:00:00,
Puyehue-Cordon Caulle,-40.59,-72.117,,1905/01/01 00:00:00,
Penguin Island,-62.1,-57.93,,1905/01/01 00:00:00,
Tongariro,-39.157,175.632,,1904/11/22 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"183",1904/11/14 00:00:00,1905/05/16 00:00:00
Erta Ale,13.6,40.67,,1904/11/01 00:00:00,
Manam,-4.08,145.037,"1",1904/10/26 00:00:00,1904/10/27 00:00:00
Mahawu,1.352,124.865,,1904/10/04 00:00:00,
Banua Wuhu,3.138,125.491,,1904/08/27 00:00:00,
Fournaise,-21.244,55.708,"59",1904/08/19 00:00:00,1904/10/17 00:00:00
Asamayama,36.406,138.523,"0",1904/08/04 00:00:00,1904/08/04 00:00:00
Slamet,-7.242,109.208,"26",1904/07/14 00:00:00,1904/08/09 00:00:00
Teon,-6.976,129.144,,1904/06/03 00:00:00,
Masaya,11.985,-86.165,"0",1904/01/01 00:00:00,1904/01/01 00:00:00
Manam,-4.08,145.037,,1904/04/30 00:00:00,
Ruang,2.3,125.37,"400",1904/04/22 00:00:00,1905/05/27 00:00:00
Marapi,-0.38,100.474,"0",1904/04/18 00:00:00,1904/04/18 00:00:00
Banua Wuhu,3.138,125.491,"1",1904/04/17 00:00:00,1904/04/18 00:00:00
Mutnovsky,52.449,158.196,"85",1904/04/02 00:00:00,1904/06/26 00:00:00
Taal,14.002,120.993,"196",1904/01/01 00:00:00,1904/07/15 00:00:00
Nyamuragira,-1.408,29.2,"136",1904/01/01 00:00:00,1904/05/16 00:00:00
Karthala,-11.75,43.38,"-55",1904/02/25 00:00:00,1904/01/01 00:00:00
Klyuchevskoy,56.056,160.642,"135",1904/01/31 00:00:00,1904/06/14 00:00:00
Santa Ana,13.853,-89.63,"14",1904/01/12 00:00:00,1904/01/26 00:00:00
Semeru,-8.108,112.922,"14",1904/01/02 00:00:00,1904/01/16 00:00:00
Batur,-8.242,115.375,,1904/01/01 00:00:00,
Iliboleng,-8.342,123.258,,1904/01/01 00:00:00,
Kanlaon,10.412,123.132,,1904/01/01 00:00:00,
Lengai,-2.764,35.914,,1904/01/01 00:00:00,
Kanaga,51.923,-177.168,,1904/01/01 00:00:00,
Great Sitkin,52.076,-176.13,,1904/01/01 00:00:00,
Colima,19.514,-103.62,"731",1904/01/01 00:00:00,1906/01/01 00:00:00
Iskut-Unuk River Cones,56.58,-130.55,,1904/01/01 00:00:00,
Tolbachik,55.832,160.326,,1904/01/01 00:00:00,
Santiago,-0.22,-90.77,"1079",1904/01/01 00:00:00,1906/12/15 00:00:00
Villarrica,-39.42,-71.93,,1904/01/01 00:00:00,
Ranau,-4.871,103.925,"0",1903/12/09 00:00:00,1903/12/09 00:00:00
Nila,-6.73,129.5,,1903/12/08 00:00:00,
Raung,-8.119,114.056,"34",1903/11/28 00:00:00,1904/01/01 00:00:00
Kilauea,19.421,-155.287,"46",1903/11/25 00:00:00,1904/01/10 00:00:00
Izalco,13.813,-89.633,"731",1903/01/01 00:00:00,1905/01/01 00:00:00
Sundoro,-7.3,109.992,"4",1903/10/17 00:00:00,1903/10/21 00:00:00
Cotopaxi,-0.677,-78.436,"97",1903/09/26 00:00:00,1904/01/01 00:00:00
St. Helens,46.2,-122.18,,1903/09/15 00:00:00,
Mauna Loa,19.475,-155.608,"97",1903/09/01 00:00:00,1903/12/07 00:00:00
Kirishimayama,31.934,130.862,"88",1903/08/29 00:00:00,1903/11/25 00:00:00
Asamayama,36.406,138.523,"33",1903/05/28 00:00:00,1903/06/30 00:00:00
Llaima,-38.692,-71.729,"2",1903/05/12 00:00:00,1903/05/14 00:00:00
Changbaishan,41.98,128.08,,1903/04/15 00:00:00,
Taal,14.002,120.993,,1903/01/01 00:00:00,
Semeru,-8.108,112.922,"-84",1903/03/26 00:00:00,1903/01/01 00:00:00
Io-Torishima,27.881,128.223,"164",1903/03/15 00:00:00,1903/08/26 00:00:00
Colima,19.514,-103.62,"257",1903/02/15 00:00:00,1903/10/30 00:00:00
Erebus,-77.53,167.17,,1903/01/01 00:00:00,
Azul,-35.653,-70.761,,1903/01/01 00:00:00,
Soufriere Guadeloupe,16.044,-61.664,,1903/01/01 00:00:00,
Santa Maria,14.757,-91.552,"3653",1903/01/01 00:00:00,1913/01/01 00:00:00
Kusatsu-Shiranesan,36.618,138.528,,1903/01/01 00:00:00,
Erta Ale,13.6,40.67,,1903/01/01 00:00:00,
Santa Isabel,3.588,8.762,,1903/01/01 00:00:00,
Fournaise,-21.244,55.708,,1903/01/01 00:00:00,
Ruapehu,-39.28,175.57,,1903/01/01 00:00:00,
Hunter Island,-22.4,172.05,,1903/01/01 00:00:00,
Merapi,-7.54,110.446,"901",1902/01/01 00:00:00,1904/06/20 00:00:00
Thordarhyrna,64.267,-17.617,"741",1902/01/01 00:00:00,1904/01/12 00:00:00
Bardarbunga,64.633,-17.516,"365",1902/01/01 00:00:00,1903/01/01 00:00:00
Savai'i,-13.612,-172.525,"18",1902/10/30 00:00:00,1902/11/17 00:00:00
Santa Maria,14.757,-91.552,"19",1902/10/24 00:00:00,1902/11/12 00:00:00
Fournaise,-21.244,55.708,"5",1902/08/13 00:00:00,1902/08/18 00:00:00
Izu-Torishima,30.484,140.303,"17",1902/08/07 00:00:00,1902/08/24 00:00:00
Asamayama,36.406,138.523,"15",1902/08/05 00:00:00,1902/08/20 00:00:00
Camiguin,9.203,124.673,,1902/07/27 00:00:00,
Kusatsu-Shiranesan,36.618,138.528,"71",1902/07/15 00:00:00,1902/09/24 00:00:00
Wrangell,62.006,-144.017,,1902/07/15 00:00:00,
Masaya,11.985,-86.165,"170",1902/07/15 00:00:00,1903/01/01 00:00:00
Rincon de la Vieja,10.83,-85.324,,1902/06/22 00:00:00,
Kilauea,19.421,-155.287,"275",1902/06/03 00:00:00,1903/03/05 00:00:00
Tutupaca,-17.026,-70.372,,1902/01/01 00:00:00,
Izalco,13.813,-89.633,"234",1902/05/10 00:00:00,1902/12/30 00:00:00
San Jorge,38.65,-28.08,"1",1902/05/07 00:00:00,1902/05/08 00:00:00
Soufriere St. Vincent,13.33,-61.18,"328",1902/05/06 00:00:00,1903/03/30 00:00:00
Sundoro,-7.3,109.992,"24",1902/05/01 00:00:00,1902/05/25 00:00:00
Pelee,14.809,-61.165,"1261",1902/04/23 00:00:00,1905/10/05 00:00:00
Nyamuragira,-1.408,29.2,,1902/04/22 00:00:00,
Momotombo,12.423,-86.539,,1902/03/31 00:00:00,
Banda Api,-4.523,129.881,,1902/03/20 00:00:00,
Raung,-8.119,114.056,"11",1902/02/16 00:00:00,1902/02/27 00:00:00
Kilauea,19.421,-155.287,"-44",1902/02/14 00:00:00,1902/01/01 00:00:00
Asamayama,36.406,138.523,"0",1902/02/07 00:00:00,1902/02/07 00:00:00
Merapi,-7.54,110.446,"0",1902/02/03 00:00:00,1902/02/03 00:00:00
