volcano_na,latitude,longitude,duration,BTime,ETime
Nyamuragira,-1.408,29.2,"131",2011/11/06 00:00:00,2012/03/16 00:00:00
Klyuchevskoy,56.056,160.642,"0",2011/11/02 00:00:00,2011/11/02 00:00:00
Hudson,-45.9,-72.97,"6",2011/10/26 00:00:00,2011/11/01 00:00:00
Hierro,27.73,-18.03,"147",2011/10/10 00:00:00,2012/03/05 00:00:00
Gaua,-14.27,167.5,"23",2011/09/17 00:00:00,2011/10/10 00:00:00
Rincon de la Vieja,10.83,-85.324,"36",2011/08/22 00:00:00,2011/09/27 00:00:00
San Cristobal,12.702,-87.004,"63",2011/08/21 00:00:00,2011/10/23 00:00:00
Marapi,-0.38,100.474,"70",2011/08/03 00:00:00,2011/10/12 00:00:00
Krakatau,-6.102,105.423,"406",2011/07/31 00:00:00,2012/09/09 00:00:00
Cleveland,52.825,-169.944,"1491",2011/07/19 00:00:00,2015/08/18 00:00:00
Soputan,1.112,124.737,"43",2011/07/03 00:00:00,2011/08/15 00:00:00
Lokon-Empung,1.358,124.792,"310",2011/06/26 00:00:00,2012/05/01 00:00:00
Lengai,-2.764,35.914,"1119",2011/06/22 00:00:00,2014/07/15 00:00:00
Nabro,13.37,41.7,"356",2011/06/13 00:00:00,2012/06/03 00:00:00
Sangay,-2.005,-78.341,"471",2011/06/06 00:00:00,2012/09/19 00:00:00
Puyehue-Cordon Caulle,-40.59,-72.117,"322",2011/06/04 00:00:00,2012/04/21 00:00:00
Ambae,-15.389,167.835,"36",2011/06/04 00:00:00,2011/07/10 00:00:00
Grimsvotn,64.416,-17.316,"7",2011/05/21 00:00:00,2011/05/28 00:00:00
Asosan,32.884,131.104,"25",2011/05/15 00:00:00,2011/06/09 00:00:00
Semeru,-8.108,112.922,"434",2011/05/13 00:00:00,2012/07/20 00:00:00
Pagan,18.13,145.8,"131",2011/04/23 00:00:00,2011/09/01 00:00:00
Tungurahua,-1.467,-78.442,"36",2011/04/20 00:00:00,2011/05/26 00:00:00
Axial Seamount,45.95,-130,"6",2011/04/06 00:00:00,2011/04/12 00:00:00
Galeras,1.22,-77.37,"1",2011/03/31 00:00:00,2011/04/01 00:00:00
Klyuchevskoy,56.056,160.642,"95",2011/03/30 00:00:00,2011/07/03 00:00:00
Rabaul,-4.271,152.203,"136",2011/03/29 00:00:00,2011/08/12 00:00:00
Karangetang,2.781,125.407,"155",2011/03/11 00:00:00,2011/08/13 00:00:00
Telica,12.606,-86.84,"99",2011/03/07 00:00:00,2011/06/14 00:00:00
Lokon-Empung,1.358,124.792,"0",2011/02/22 00:00:00,2011/02/22 00:00:00
Planchon-Peteroa,-35.223,-70.568,"129",2011/02/17 00:00:00,2011/06/26 00:00:00
Kirishimayama,31.934,130.862,"231",2011/01/19 00:00:00,2011/09/07 00:00:00
Turrialba,10.025,-83.767,"0",2011/01/14 00:00:00,2011/01/14 00:00:00
Dallol,14.242,40.3,"0",2011/01/04 00:00:00,2011/01/04 00:00:00
Tengger Caldera,-7.942,112.95,"565",2010/11/26 00:00:00,2012/06/13 00:00:00
Tungurahua,-1.467,-78.442,"41",2010/11/22 00:00:00,2011/01/02 00:00:00
Kizimen,55.131,160.32,"1037",2010/11/11 00:00:00,2013/09/13 00:00:00
Bulusan,12.769,124.056,"188",2010/11/06 00:00:00,2011/05/13 00:00:00
Merapi,-7.54,110.446,"628",2010/10/26 00:00:00,2012/07/15 00:00:00
Krakatau,-6.102,105.423,"135",2010/10/25 00:00:00,2011/03/09 00:00:00
Fournaise,-21.244,55.708,"57",2010/10/14 00:00:00,2010/12/10 00:00:00
Sarychev Peak,48.092,153.2,"0",2010/09/20 00:00:00,2010/09/20 00:00:00
Barren Island,12.278,93.858,"278",2010/09/17 00:00:00,2011/06/22 00:00:00
Cleveland,52.825,-169.944,"14",2010/09/12 00:00:00,2010/09/26 00:00:00
Planchon-Peteroa,-35.223,-70.568,"37",2010/09/06 00:00:00,2010/10/13 00:00:00
Sinabung,3.17,98.392,"22",2010/08/27 00:00:00,2010/09/18 00:00:00
Etna,37.748,14.999,"976",2010/08/25 00:00:00,2013/04/27 00:00:00
Galeras,1.22,-77.37,"0",2010/08/25 00:00:00,2010/08/25 00:00:00
Manam,-4.08,145.037,"1223",2010/08/10 00:00:00,2013/12/15 00:00:00
Karangetang,2.781,125.407,"132",2010/08/06 00:00:00,2010/12/16 00:00:00
Turrialba,10.025,-83.767,"22",2010/07/24 00:00:00,2010/08/15 00:00:00
Rabaul,-4.271,152.203,"2",2010/07/23 00:00:00,2010/07/25 00:00:00
Ubinas,-16.355,-70.903,"0",2010/07/18 00:00:00,2010/07/18 00:00:00
Ebeko,50.686,156.014,"7",2010/07/02 00:00:00,2010/07/09 00:00:00
Ekarma,48.958,153.93,"41",2010/06/30 00:00:00,2010/08/10 00:00:00
Ioto,24.751,141.289,"0",2010/06/19 00:00:00,2010/06/19 00:00:00
San Cristobal,12.702,-87.004,"218",2010/06/09 00:00:00,2011/01/13 00:00:00
Gorely,52.559,158.03,"16",2010/06/06 00:00:00,2010/06/22 00:00:00
Cleveland,52.825,-169.944,"3",2010/05/30 00:00:00,2010/06/02 00:00:00
South Sarigan Seamount,16.58,145.78,"2",2010/05/27 00:00:00,2010/05/29 00:00:00
Ulawun,-5.05,151.33,"366",2010/05/26 00:00:00,2011/05/27 00:00:00
Bezymianny,55.972,160.595,"3619",2010/05/21 00:00:00,2020/04/17 00:00:00
Pagan,18.13,145.8,"100",2010/05/03 00:00:00,2010/08/11 00:00:00
Miyakejima,34.094,139.526,"101",2010/04/11 00:00:00,2010/07/21 00:00:00
Etna,37.748,14.999,"0",2010/04/08 00:00:00,2010/04/08 00:00:00
Kirishimayama,31.934,130.862,"102",2010/03/30 00:00:00,2010/07/10 00:00:00
Eyjafjallajokull,63.633,-19.633,"95",2010/03/20 00:00:00,2010/06/23 00:00:00
Karkar,-4.649,145.964,"1",2010/02/25 00:00:00,2010/02/26 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"64",2010/02/03 00:00:00,2010/04/08 00:00:00
Semeru,-8.108,112.922,"328",2010/01/05 00:00:00,2010/11/29 00:00:00
Turrialba,10.025,-83.767,"61",2010/01/05 00:00:00,2010/03/07 00:00:00
Nyamuragira,-1.408,29.2,"27",2010/01/02 00:00:00,2010/01/29 00:00:00
Tungurahua,-1.467,-78.442,"209",2010/01/01 00:00:00,2010/07/29 00:00:00
Bezymianny,55.972,160.595,"61",2009/12/17 00:00:00,2010/02/16 00:00:00
Concepcion,11.538,-85.622,"456",2009/12/11 00:00:00,2011/03/12 00:00:00
Villarrica,-39.42,-71.93,"880",2009/11/22 00:00:00,2012/04/20 00:00:00
Poas,10.2,-84.233,"1792",2009/11/16 00:00:00,2014/10/13 00:00:00
Kirishimayama,31.934,130.862,"0",2009/11/15 00:00:00,2009/11/15 00:00:00
Fournaise,-21.244,55.708,"68",2009/11/05 00:00:00,2010/01/12 00:00:00
Cleveland,52.825,-169.944,"71",2009/10/02 00:00:00,2009/12/12 00:00:00
Gaua,-14.27,167.5,"265",2009/09/27 00:00:00,2010/06/19 00:00:00
Dieng Volcanic Complex,-7.2,109.879,"0",2009/09/27 00:00:00,2009/09/27 00:00:00
Langila,-5.525,148.42,"153",2009/09/16 00:00:00,2010/02/16 00:00:00
Mayon,13.257,123.685,"108",2009/09/15 00:00:00,2010/01/01 00:00:00
San Cristobal,12.702,-87.004,"111",2009/09/06 00:00:00,2009/12/26 00:00:00
Kolokol Group,46.042,150.083,,2009/08/26 00:00:00,
Klyuchevskoy,56.056,160.642,"506",2009/08/01 00:00:00,2010/12/20 00:00:00
Manda Hararo,12.17,40.82,"3",2009/06/28 00:00:00,2009/07/01 00:00:00
Cleveland,52.825,-169.944,"0",2009/06/25 00:00:00,2009/06/25 00:00:00
Sarychev Peak,48.092,153.2,"35",2009/06/11 00:00:00,2009/07/16 00:00:00
Monowai,-25.887,-177.188,"226",2009/05/04 00:00:00,2009/12/16 00:00:00
Rinjani,-8.42,116.47,"386",2009/05/02 00:00:00,2010/05/23 00:00:00
Sangeang Api,-8.2,119.07,"33",2009/05/01 00:00:00,2009/06/03 00:00:00
Karkar,-4.649,145.964,,2009/05/01 00:00:00,
Slamet,-7.242,109.208,"62",2009/04/21 00:00:00,2009/06/22 00:00:00
Pagan,18.13,145.8,,2009/04/15 00:00:00,
Fernandina,-0.37,-91.55,"18",2009/04/10 00:00:00,2009/04/28 00:00:00
Miyakejima,34.094,139.526,"0",2009/04/01 00:00:00,2009/04/01 00:00:00
Kerinci,-1.697,101.264,"79",2009/04/01 00:00:00,2009/06/19 00:00:00
Krakatau,-6.102,105.423,"175",2009/03/25 00:00:00,2009/09/16 00:00:00
Hunga Tonga-Hunga Ha'apai,-20.536,-175.382,"5",2009/03/17 00:00:00,2009/03/22 00:00:00
Redoubt,60.485,-152.742,"108",2009/03/15 00:00:00,2009/07/01 00:00:00
Guagua Pichincha,-0.171,-78.598,"1",2009/02/16 00:00:00,2009/02/17 00:00:00
Ebeko,50.686,156.014,"152",2009/02/11 00:00:00,2009/07/13 00:00:00
Villarrica,-39.42,-71.93,"54",2009/01/29 00:00:00,2009/03/24 00:00:00
Callaqui,-37.92,-71.45,"0",2009/01/22 00:00:00,2009/01/22 00:00:00
Chillan,-36.868,-71.378,"1",2009/01/21 00:00:00,2009/01/22 00:00:00
Asamayama,36.406,138.523,"101",2009/01/21 00:00:00,2009/05/02 00:00:00
Curtis Island,-30.543,-178.556,"1",2009/01/18 00:00:00,2009/01/19 00:00:00
Dieng Volcanic Complex,-7.2,109.879,"0",2009/01/15 00:00:00,2009/01/15 00:00:00
Poas,10.2,-84.233,"68",2009/01/12 00:00:00,2009/03/21 00:00:00
Cleveland,52.825,-169.944,"19",2009/01/02 00:00:00,2009/01/21 00:00:00
Dempo,-4.016,103.121,"0",2009/01/01 00:00:00,2009/01/01 00:00:00
Koryaksky,53.321,158.712,"247",2008/12/23 00:00:00,2009/08/27 00:00:00
Karangetang,2.781,125.407,"480",2008/11/29 00:00:00,2010/03/24 00:00:00
San Cristobal,12.702,-87.004,"0",2008/11/21 00:00:00,2008/11/21 00:00:00
Akan,43.384,144.013,"10",2008/11/18 00:00:00,2008/11/28 00:00:00
Tafu-Maka,-15.37,-174.23,"0",2008/11/16 00:00:00,2008/11/16 00:00:00
West Mata,-15.1,-173.75,"181",2008/11/16 00:00:00,2009/05/16 00:00:00
Alu-Dalafilla,13.793,40.553,"43",2008/11/03 00:00:00,2008/12/16 00:00:00
Huila,2.93,-76.03,"1175",2008/10/26 00:00:00,2012/01/14 00:00:00
Villarrica,-39.42,-71.93,,2008/10/26 00:00:00,
Galeras,1.22,-77.37,"438",2008/10/21 00:00:00,2010/01/02 00:00:00
Klyuchevskoy,56.056,160.642,"190",2008/10/08 00:00:00,2009/04/16 00:00:00
Fournaise,-21.244,55.708,"136",2008/09/21 00:00:00,2009/02/04 00:00:00
Tinakula,-10.386,165.804,"71",2008/09/19 00:00:00,2008/11/29 00:00:00
Kirishimayama,31.934,130.862,"0",2008/08/22 00:00:00,2008/08/22 00:00:00
Bardarbunga,64.633,-17.516,,2008/08/16 00:00:00,
Mayon,13.257,123.685,"0",2008/08/10 00:00:00,2008/08/10 00:00:00
Asamayama,36.406,138.523,"4",2008/08/10 00:00:00,2008/08/14 00:00:00
Kasatochi,52.177,-175.508,"2",2008/08/07 00:00:00,2008/08/09 00:00:00
Concepcion,11.538,-85.622,"0",2008/07/30 00:00:00,2008/07/30 00:00:00
Chikurachki,50.324,155.461,"10",2008/07/29 00:00:00,2008/08/08 00:00:00
Reventador,-0.077,-77.656,"4282",2008/07/27 00:00:00,2020/04/17 00:00:00
Krummel-Garbuna-Welcker,-5.416,150.027,"83",2008/07/13 00:00:00,2008/10/04 00:00:00
Okmok,53.43,-168.13,"38",2008/07/12 00:00:00,2008/08/19 00:00:00
Bezymianny,55.972,160.595,"43",2008/07/11 00:00:00,2008/08/23 00:00:00
Telica,12.606,-86.84,"0",2008/07/05 00:00:00,2008/07/05 00:00:00
Rumble III,-35.745,178.478,,2008/07/02 00:00:00,
San Cristobal,12.702,-87.004,"44",2008/06/22 00:00:00,2008/08/05 00:00:00
Raung,-8.119,114.056,"5",2008/06/12 00:00:00,2008/06/17 00:00:00
Soputan,1.112,124.737,"149",2008/06/06 00:00:00,2008/11/02 00:00:00
Azul,-0.92,-91.408,"19",2008/05/29 00:00:00,2008/06/17 00:00:00
Ambrym,-16.25,168.12,"3860",2008/05/23 00:00:00,2018/12/17 00:00:00
Merapi,-7.54,110.446,,2008/05/19 00:00:00,
Barren Island,12.278,93.858,"706",2008/05/13 00:00:00,2010/04/19 00:00:00
Etna,37.748,14.999,"417",2008/05/13 00:00:00,2009/07/04 00:00:00
Gamalama,0.8,127.33,,2008/05/10 00:00:00,
Miyakejima,34.094,139.526,"0",2008/05/08 00:00:00,2008/05/08 00:00:00
Chaiten,-42.833,-72.646,"1124",2008/05/02 00:00:00,2011/05/31 00:00:00
Masaya,11.985,-86.165,"232",2008/04/29 00:00:00,2008/12/17 00:00:00
Egon,-8.676,122.455,"13",2008/04/15 00:00:00,2008/04/28 00:00:00
Ibu,1.488,127.63,"4395",2008/04/05 00:00:00,2020/04/17 00:00:00
Kerinci,-1.697,101.264,,2008/03/24 00:00:00,
Karangetang,2.781,125.407,,2008/03/12 00:00:00,
Krummel-Garbuna-Welcker,-5.416,150.027,"2",2008/03/11 00:00:00,2008/03/13 00:00:00
Lopevi,-16.507,168.346,"0",2008/02/24 00:00:00,2008/02/24 00:00:00
Veniaminof,56.17,-159.38,"8",2008/02/22 00:00:00,2008/03/01 00:00:00
Asosan,32.884,131.104,"0",2008/02/17 00:00:00,2008/02/17 00:00:00
Shishaldin,54.756,-163.97,"0",2008/02/12 00:00:00,2008/02/12 00:00:00
Monowai,-25.887,-177.188,"0",2008/02/08 00:00:00,2008/02/08 00:00:00
Guagua Pichincha,-0.171,-78.598,"0",2008/02/01 00:00:00,2008/02/01 00:00:00
Poas,10.2,-84.233,"0",2008/01/13 00:00:00,2008/01/13 00:00:00
Miyakejima,34.094,139.526,"0",2008/01/07 00:00:00,2008/01/07 00:00:00
Huila,2.93,-76.03,"105",2008/01/02 00:00:00,2008/04/16 00:00:00
Llaima,-38.692,-71.729,"528",2008/01/01 00:00:00,2009/06/12 00:00:00
Ulawun,-5.05,151.33,,2007/12/25 00:00:00,
Talang,-0.979,100.681,"19",2007/11/27 00:00:00,2007/12/16 00:00:00
Anatahan,16.35,145.67,"256",2007/11/27 00:00:00,2008/08/09 00:00:00
Concepcion,11.538,-85.622,"26",2007/11/24 00:00:00,2007/12/20 00:00:00
San Cristobal,12.702,-87.004,,2007/11/08 00:00:00,
Telica,12.606,-86.84,"113",2007/10/28 00:00:00,2008/02/18 00:00:00
Krakatau,-6.102,105.423,"312",2007/10/23 00:00:00,2008/08/30 00:00:00
Kelut,-7.93,112.308,"183",2007/10/16 00:00:00,2008/04/16 00:00:00
Galeras,1.22,-77.37,"105",2007/10/04 00:00:00,2008/01/17 00:00:00
Tair,15.55,41.83,"260",2007/09/30 00:00:00,2008/06/16 00:00:00
Ruapehu,-39.28,175.57,"0",2007/09/25 00:00:00,2007/09/25 00:00:00
Kerinci,-1.697,101.264,"0",2007/09/09 00:00:00,2007/09/09 00:00:00
Witori,-5.576,150.516,"0",2007/08/28 00:00:00,2007/08/28 00:00:00
Gamalama,0.8,127.33,,2007/08/23 00:00:00,
Chikurachki,50.324,155.461,"74",2007/08/19 00:00:00,2007/11/01 00:00:00
Pavlof,55.417,-161.894,"29",2007/08/15 00:00:00,2007/09/13 00:00:00
Manda Hararo,12.17,40.82,"2",2007/08/12 00:00:00,2007/08/14 00:00:00
Raung,-8.119,114.056,"31",2007/07/26 00:00:00,2007/08/26 00:00:00
Gamkonora,1.38,127.53,"8",2007/07/08 00:00:00,2007/07/16 00:00:00
Cleveland,52.825,-169.944,"422",2007/06/17 00:00:00,2008/08/12 00:00:00
Soputan,1.112,124.737,"146",2007/06/16 00:00:00,2007/11/09 00:00:00
Lengai,-2.764,35.914,"1211",2007/06/16 00:00:00,2010/10/09 00:00:00
Telica,12.606,-86.84,"0",2007/06/12 00:00:00,2007/06/12 00:00:00
Llaima,-38.692,-71.729,"74",2007/05/26 00:00:00,2007/08/08 00:00:00
Ritter Island,-5.519,148.115,"2",2007/05/19 00:00:00,2007/05/21 00:00:00
Bezymianny,55.972,160.595,"228",2007/05/10 00:00:00,2007/12/24 00:00:00
Ulawun,-5.05,151.33,"0",2007/05/01 00:00:00,2007/05/01 00:00:00
Lopevi,-16.507,168.346,"23",2007/04/21 00:00:00,2007/05/14 00:00:00
Kavachi,-8.991,157.979,"4",2007/04/02 00:00:00,2007/04/06 00:00:00
Ontakesan,35.893,137.48,,2007/03/24 00:00:00,
Etna,37.748,14.999,"424",2007/03/19 00:00:00,2008/05/16 00:00:00
Talang,-0.979,100.681,"95",2007/03/19 00:00:00,2007/06/22 00:00:00
Reventador,-0.077,-77.656,"210",2007/03/15 00:00:00,2007/10/11 00:00:00
Chikurachki,50.324,155.461,"45",2007/03/04 00:00:00,2007/04/18 00:00:00
Huila,2.93,-76.03,"98",2007/02/19 00:00:00,2007/05/28 00:00:00
Klyuchevskoy,56.056,160.642,"150",2007/02/15 00:00:00,2007/07/15 00:00:00
Concepcion,11.538,-85.622,"151",2007/02/09 00:00:00,2007/07/10 00:00:00
Tara,-7.791,123.585,"3235",2007/01/17 00:00:00,2015/11/26 00:00:00
Karthala,-11.75,43.38,"3",2007/01/12 00:00:00,2007/01/15 00:00:00
Soputan,1.112,124.737,"12",2006/12/14 00:00:00,2006/12/26 00:00:00
Monowai,-25.887,-177.188,"327",2006/12/12 00:00:00,2007/11/04 00:00:00
Telica,12.606,-86.84,"68",2006/12/11 00:00:00,2007/02/17 00:00:00
Pagan,18.13,145.8,"4",2006/12/04 00:00:00,2006/12/08 00:00:00
Nyamuragira,-1.408,29.2,"8",2006/11/27 00:00:00,2006/12/05 00:00:00
Korovin,52.381,-174.166,"98",2006/11/25 00:00:00,2007/03/03 00:00:00
Ambrym,-16.25,168.12,"414",2006/11/08 00:00:00,2007/12/27 00:00:00
Ritter Island,-5.519,148.115,"0",2006/10/17 00:00:00,2006/10/17 00:00:00
Bulusan,12.769,124.056,"359",2006/10/10 00:00:00,2007/10/04 00:00:00
Ruapehu,-39.28,175.57,"0",2006/10/04 00:00:00,2006/10/04 00:00:00
Dempo,-4.016,103.121,"0",2006/09/25 00:00:00,2006/09/25 00:00:00
Poas,10.2,-84.233,"82",2006/09/25 00:00:00,2006/12/16 00:00:00
Fourpeaked,58.77,-153.672,"0",2006/09/17 00:00:00,2006/09/17 00:00:00
Talang,-0.979,100.681,"0",2006/09/10 00:00:00,2006/09/10 00:00:00
Concepcion,11.538,-85.622,"20",2006/09/01 00:00:00,2006/09/21 00:00:00
Miyakejima,34.094,139.526,"0",2006/08/23 00:00:00,2006/08/23 00:00:00
Rabaul,-4.271,152.203,"1269",2006/08/11 00:00:00,2010/01/31 00:00:00
Langila,-5.525,148.42,"697",2006/08/09 00:00:00,2008/07/06 00:00:00
Home Reef,-18.992,-174.775,"9",2006/08/07 00:00:00,2006/08/16 00:00:00
Masaya,11.985,-86.165,"82",2006/08/04 00:00:00,2006/10/25 00:00:00
Telica,12.606,-86.84,"2",2006/08/04 00:00:00,2006/08/06 00:00:00
Mayon,13.257,123.685,"80",2006/07/13 00:00:00,2006/10/01 00:00:00
Karangetang,2.781,125.407,"470",2006/07/03 00:00:00,2007/10/16 00:00:00
Tara,-7.791,123.585,"0",2006/07/01 00:00:00,2006/07/01 00:00:00
Kanlaon,10.412,123.132,"52",2006/06/03 00:00:00,2006/07/25 00:00:00
Karthala,-11.75,43.38,"6",2006/05/28 00:00:00,2006/06/03 00:00:00
Lascar,-23.37,-67.73,"456",2006/04/18 00:00:00,2007/07/18 00:00:00
Bardarbunga,64.633,-17.516,,2006/04/16 00:00:00,
Bezymianny,55.972,160.595,"257",2006/04/16 00:00:00,2006/12/29 00:00:00
Ubinas,-16.355,-70.903,"1197",2006/03/25 00:00:00,2009/07/04 00:00:00
Poas,10.2,-84.233,"0",2006/03/24 00:00:00,2006/03/24 00:00:00
Akan,43.384,144.013,"0",2006/03/21 00:00:00,2006/03/21 00:00:00
Bulusan,12.769,124.056,"99",2006/03/21 00:00:00,2006/06/28 00:00:00
Anatahan,16.35,145.67,"98",2006/03/20 00:00:00,2006/06/26 00:00:00
Raoul Island,-29.27,-177.92,"0",2006/03/17 00:00:00,2006/03/17 00:00:00
Merapi,-7.54,110.446,"511",2006/03/16 00:00:00,2007/08/09 00:00:00
Heard,-53.106,73.513,"723",2006/03/11 00:00:00,2008/03/03 00:00:00
Pacaya,14.382,-90.601,"1692",2006/03/09 00:00:00,2010/10/26 00:00:00
Veniaminof,56.17,-159.38,"188",2006/03/03 00:00:00,2006/09/07 00:00:00
Ulawun,-5.05,151.33,"323",2006/03/01 00:00:00,2007/01/18 00:00:00
Mayon,13.257,123.685,"2",2006/02/21 00:00:00,2006/02/23 00:00:00
Miyakejima,34.094,139.526,"0",2006/02/17 00:00:00,2006/02/17 00:00:00
Tinakula,-10.386,165.804,"636",2006/02/11 00:00:00,2007/11/09 00:00:00
Cleveland,52.825,-169.944,"264",2006/02/06 00:00:00,2006/10/28 00:00:00
Soputan,1.112,124.737,"29",2005/12/26 00:00:00,2006/01/24 00:00:00
Ambang,0.75,124.42,,2005/12/22 00:00:00,
Etna,37.748,14.999,"6",2005/12/16 00:00:00,2005/12/22 00:00:00
Augustine,59.363,-153.43,"139",2005/12/09 00:00:00,2006/04/27 00:00:00
Bezymianny,55.972,160.595,"2",2005/11/29 00:00:00,2005/12/01 00:00:00
Ambae,-15.389,167.835,"81",2005/11/27 00:00:00,2006/02/16 00:00:00
Karthala,-11.75,43.38,"14",2005/11/24 00:00:00,2005/12/08 00:00:00
Galeras,1.22,-77.37,"230",2005/11/24 00:00:00,2006/07/12 00:00:00
San Cristobal,12.702,-87.004,"195",2005/11/13 00:00:00,2006/05/27 00:00:00
Lopevi,-16.507,168.346,"278",2005/10/27 00:00:00,2006/08/01 00:00:00
Negra,-0.83,-91.17,"8",2005/10/22 00:00:00,2005/10/30 00:00:00
Krummel-Garbuna-Welcker,-5.416,150.027,"32",2005/10/16 00:00:00,2005/11/17 00:00:00
Fournaise,-21.244,55.708,"106",2005/10/04 00:00:00,2006/01/18 00:00:00
Dabbahu,12.595,40.48,"3",2005/09/26 00:00:00,2005/09/29 00:00:00
Fukutoku-Oka-no-Ba,24.285,141.481,"523",2005/09/11 00:00:00,2007/02/16 00:00:00
Veniaminof,56.17,-159.38,"58",2005/09/07 00:00:00,2005/11/04 00:00:00
Mayon,13.257,123.685,,2005/08/17 00:00:00,
Northern EPR at 9.8°N,9.83,-104.3,"153",2005/08/16 00:00:00,2006/01/16 00:00:00
Concepcion,11.538,-85.622,"105",2005/07/28 00:00:00,2005/11/10 00:00:00
Raung,-8.119,114.056,"23",2005/07/23 00:00:00,2005/08/15 00:00:00
Bardarbunga,64.633,-17.516,"31",2005/07/16 00:00:00,2005/08/16 00:00:00
McDonald Islands,-53.03,72.6,,2005/07/12 00:00:00,
Fukutoku-Oka-no-Ba,24.285,141.481,"19",2005/07/02 00:00:00,2005/07/21 00:00:00
Kolokol Group,46.042,150.083,,2005/07/02 00:00:00,
Santa Ana,13.853,-89.63,"107",2005/06/16 00:00:00,2005/10/01 00:00:00
Fernandina,-0.37,-91.55,"16",2005/05/13 00:00:00,2005/05/29 00:00:00
Lascar,-23.37,-67.73,"0",2005/05/04 00:00:00,2005/05/04 00:00:00
Langila,-5.525,148.42,"346",2005/04/19 00:00:00,2006/03/31 00:00:00
Soputan,1.112,124.737,"90",2005/04/19 00:00:00,2005/07/18 00:00:00
Karthala,-11.75,43.38,"2",2005/04/16 00:00:00,2005/04/18 00:00:00
Soufriere Hills,16.72,-62.18,"2853",2005/04/15 00:00:00,2013/02/05 00:00:00
Asosan,32.884,131.104,"124",2005/04/14 00:00:00,2005/08/16 00:00:00
Miyakejima,34.094,139.526,"36",2005/04/12 00:00:00,2005/05/18 00:00:00
Talang,-0.979,100.681,"97",2005/04/12 00:00:00,2005/07/18 00:00:00
Ulawun,-5.05,151.33,"135",2005/03/27 00:00:00,2005/08/09 00:00:00
Cleveland,52.825,-169.944,"259",2005/03/13 00:00:00,2005/11/27 00:00:00
Chikurachki,50.324,155.461,"26",2005/03/12 00:00:00,2005/04/07 00:00:00
Sumisujima,31.44,140.051,"0",2005/03/08 00:00:00,2005/03/08 00:00:00
Masaya,11.985,-86.165,"26",2005/03/04 00:00:00,2005/03/30 00:00:00
Monowai,-25.887,-177.188,"482",2005/03/02 00:00:00,2006/06/27 00:00:00
Korovin,52.381,-174.166,"71",2005/02/23 00:00:00,2005/05/05 00:00:00
Egon,-8.676,122.455,"21",2005/02/06 00:00:00,2005/02/27 00:00:00
Lopevi,-16.507,168.346,"60",2005/01/30 00:00:00,2005/03/31 00:00:00
Ebeko,50.686,156.014,"18",2005/01/29 00:00:00,2005/02/16 00:00:00
Rabaul,-4.271,152.203,"388",2005/01/25 00:00:00,2006/02/17 00:00:00
Kanlaon,10.412,123.132,"120",2005/01/25 00:00:00,2005/05/25 00:00:00
Klyuchevskoy,56.056,160.642,"77",2005/01/20 00:00:00,2005/04/07 00:00:00
Popocatepetl,19.023,-98.622,"5577",2005/01/09 00:00:00,2020/04/17 00:00:00
Veniaminof,56.17,-159.38,"41",2005/01/04 00:00:00,2005/02/14 00:00:00
San Cristobal,12.702,-87.004,"4",2004/12/03 00:00:00,2004/12/07 00:00:00
Miyakejima,34.094,139.526,"9",2004/11/30 00:00:00,2004/12/09 00:00:00
Langila,-5.525,148.42,"31",2004/11/24 00:00:00,2004/12/25 00:00:00
McDonald Islands,-53.03,72.6,"0",2004/11/14 00:00:00,2004/11/14 00:00:00
Reventador,-0.077,-77.656,"494",2004/11/07 00:00:00,2006/03/16 00:00:00
Telica,12.606,-86.84,"85",2004/11/05 00:00:00,2005/01/29 00:00:00
Grimsvotn,64.416,-17.316,"3",2004/11/01 00:00:00,2004/11/04 00:00:00
Manam,-4.08,145.037,"1875",2004/10/24 00:00:00,2009/12/12 00:00:00
Suwanosejima,29.638,129.714,"5655",2004/10/23 00:00:00,2020/04/17 00:00:00
Soputan,1.112,124.737,"70",2004/10/18 00:00:00,2004/12/27 00:00:00
Rinjani,-8.42,116.47,"4",2004/10/01 00:00:00,2004/10/05 00:00:00
St. Helens,46.2,-122.18,"1213",2004/10/01 00:00:00,2008/01/27 00:00:00
Lopevi,-16.507,168.346,"0",2004/09/16 00:00:00,2004/09/16 00:00:00
Klyuchevskoy,56.056,160.642,"0",2004/09/15 00:00:00,2004/09/15 00:00:00
Etna,37.748,14.999,"182",2004/09/07 00:00:00,2005/03/08 00:00:00
Asamayama,36.406,138.523,"99",2004/09/01 00:00:00,2004/12/09 00:00:00
Marapi,-0.38,100.474,"0",2004/08/05 00:00:00,2004/08/05 00:00:00
Villarrica,-39.42,-71.93,"1236",2004/08/05 00:00:00,2007/12/24 00:00:00
Nightingale Island,-37.42,-12.48,"1",2004/07/29 00:00:00,2004/07/30 00:00:00
Chirinkotan,48.98,153.48,"0",2004/07/20 00:00:00,2004/07/20 00:00:00
Pacaya,14.382,-90.601,"419",2004/07/19 00:00:00,2005/09/11 00:00:00
Galeras,1.22,-77.37,"206",2004/07/16 00:00:00,2005/02/07 00:00:00
Masaya,11.985,-86.165,"0",2004/07/04 00:00:00,2004/07/04 00:00:00
Korovin,52.381,-174.166,,2004/07/04 00:00:00,
Egon,-8.676,122.455,"75",2004/07/03 00:00:00,2004/09/16 00:00:00
